eval/step,eval/avg_score_dmcontrol,eval/avg_score_dmcontrol-ext,eval/avg_score_metaworld,eval/avg_score_maniskill,eval/avg_score_mujoco,eval/avg_score_box2d,eval/avg_score_robodesk,eval/avg_score_ogbench,eval/avg_score_pygame,eval/avg_score_atari
0.0,0.25031806653257827,0.2045445836761246,0.3673469387755102,0.10873229973561441,0.22788140165309112,0.27264659118372947,0.325,0.3802314398189386,0.42736236088370017,0.1914932991343516
2000000.0,0.17413877841595204,0.13691717782785418,0.2326530612244898,0.18377583333232095,0.16499333783673745,0.29385896306848736,0.35000000000000003,0.3473234924177329,0.27137846308515257,0.12213148174514235
4000000.0,0.2885532072396044,0.19119242318265606,0.2428571428571429,0.24039676115434203,0.15271605946860897,0.1709423886204604,0.31666666666666665,0.33037579103062553,0.22161270560739613,0.11903919725834082
6000000.0,0.2786588320381963,0.187377237383771,0.2755102040816326,0.29913440171569367,0.16870222148524286,0.24139524390920997,0.3999999999999999,0.3091351395007223,0.23951749391976349,0.1183898594075193
8000000.0,0.3617272108805905,0.2227136455985601,0.3142857142857143,0.3443632024841564,0.18190181236326075,0.22976491997360426,0.3833333333333333,0.30048353600626193,0.27211633018389536,0.12772103314529415
10000000.0,0.45097893554878526,0.2840923777912394,0.32142857142857145,0.4011613621010232,0.17575636827774965,0.2847292209044099,0.30833333333333335,0.33103435297186173,0.27565582294053836,0.13931851947887075
12000000.0,0.3509739005145916,0.2219176333383075,0.31938775510204076,0.40280173171037553,0.17764654329512267,0.195871846168302,0.3583333333333334,0.29746812040296694,0.3654862623563722,0.12019506208943548
14000000.0,0.4429185782293124,0.2556724530950305,0.2887755102040816,0.45634125895384275,0.16401324224813532,0.2631585643393919,0.425,0.3598178969696164,0.3811020860365285,0.11413672878579409
16000000.0,0.48904583906167837,0.30113411630736664,0.35918367346938773,0.49381282381299474,0.16705980933426567,0.19677865016274154,0.3833333333333333,0.31336653804949793,0.3835582990787531,0.11016882776662155
18000000.0,0.49279349429499625,0.27576861028865096,0.3877551020408163,0.5064661282735566,0.17387244195948978,0.2254040592815727,0.4166666666666666,0.32828415390104054,0.38027396596635776,0.13304197500218395
20000000.0,0.49803017077198114,0.25493822694261326,0.3244897959183674,0.5255240215919911,0.17562637781084048,0.19335340498946607,0.4166666666666667,0.29371567253644265,0.4042396108962988,0.1374052482381187
22000000.0,0.3586989891956746,0.25639667073846795,0.4,0.560773168835375,0.16663924494059756,0.21875431179068983,0.36666666666666664,0.34831183080871897,0.2775363797735496,0.13308086561866933
24000000.0,0.42265110574527803,0.3032656774012139,0.3765306122448979,0.5703051787542386,0.1738359211497785,0.2324337239842862,0.375,0.30591446575708686,0.3515901600065837,0.14071437438811968
26000000.0,0.3656671017959611,0.2686919217740069,0.39387755102040817,0.5854264450052546,0.17755429690199284,0.2818443134892732,0.375,0.33632267651458575,0.47869687595796817,0.12994105077383142
28000000.0,0.4218464790527269,0.2812683601732715,0.4061224489795919,0.5956189478437106,0.16478262674839547,0.18962112770532258,0.43333333333333335,0.36340643254419164,0.3113228307546754,0.1321728401903615
30000000.0,0.40057589752472095,0.30437884944694815,0.3755102040816326,0.5838598416943568,0.1833479579848548,0.197420628323016,0.44999999999999996,0.3656410966068506,0.4447942448023241,0.12306097925951083
32000000.0,0.4388754721029916,0.2829947372592869,0.43061224489795913,0.5776839495989002,0.18513013896687577,0.31299838062841445,0.425,0.3584271024912596,0.41429493908010623,0.13165617361664772
34000000.0,0.49281346643050616,0.278592532442417,0.4173469387755102,0.606259003136721,0.17636484326018642,0.24201031800475903,0.4666666666666666,0.35147244340429706,0.4285740425663167,0.13623381896737824
36000000.0,0.41314978939505104,0.3179071986232884,0.43469387755102035,0.6073516972362994,0.19293640084021413,0.2654073341982439,0.47500000000000003,0.3107623135088943,0.41944987293038716,0.1287660515539486
38000000.0,0.4843929185465512,0.3182695563300513,0.4387755102040816,0.6127563570108678,0.18705807850734954,0.1789374391664751,0.46666666666666673,0.33105336825052895,0.47852823769575675,0.13307191400478283
40000000.0,0.5096808934585705,0.2970054916513618,0.4418367346938776,0.6162630133744743,0.20026150438352489,0.17917324614245445,0.44166666666666665,0.39302742307384814,0.4227952638984118,0.1470228406014266
42000000.0,0.43043016956120744,0.30457917353487574,0.4642857142857143,0.6262308333677032,0.1966266838212808,0.20365719219626044,0.45,0.3533325210776335,0.3998260647940793,0.1304101861314848
44000000.0,0.4730966536534754,0.29424734172062017,0.45714285714285713,0.6084675229091469,0.18004094589656838,0.24536398870986886,0.4666666666666666,0.35830654048671323,0.433101851640171,0.12330154258826817
46000000.0,0.5069303847670421,0.28374555703339865,0.45,0.6482425376043667,0.19683704967222485,0.23648953763768077,0.48333333333333334,0.3246961219236255,0.43142027247108905,0.12347407483806212
48000000.0,0.4850138844496888,0.30636846816923935,0.45816326530612234,0.6399289057072666,0.18420947316723565,0.26015382446348667,0.4416666666666666,0.30485152012358113,0.48240335147680813,0.1386089513802694
50000000.0,0.5115347076576287,0.30308935667198966,0.4734693877551021,0.6596397862976624,0.17672276495723052,0.23855980702501256,0.4749999999999999,0.35797885819338265,0.44658389927231157,0.14291283063142113
52000000.0,0.4923450130015976,0.316374880305375,0.4551020408163265,0.643050983092851,0.19047591621832302,0.2483741673931945,0.4083333333333334,0.3354275318793953,0.4444736983431013,0.1326217820384988
54000000.0,0.5115582951252907,0.3175850381812779,0.46938775510204084,0.6593463547760621,0.22847873897602158,0.23395451088435948,0.46666666666666673,0.3324527912462751,0.42319085519472865,0.13981975385643267
56000000.0,0.48156956309445115,0.3225790191027045,0.46734693877551026,0.6690095945364899,0.21744201192632318,0.22227865386230405,0.4333333333333333,0.40029813547929133,0.4395358715990656,0.14658298178713908
58000000.0,0.460034694163737,0.34771210978215095,0.4397959183673469,0.6397809487964374,0.21691889169936376,0.3066296741599217,0.425,0.3062411253030102,0.4353630926165925,0.11999268255075785
60000000.0,0.45326082783426935,0.34045861769118346,0.44285714285714284,0.6609836871425311,0.1971045643246422,0.23977361537981778,0.4583333333333333,0.36842325640221435,0.43167079958182414,0.15038196639054352
62000000.0,0.452410054188453,0.3544464485748904,0.45918367346938777,0.6773449109246333,0.19595216576708482,0.29918534064199775,0.425,0.3383776377149237,0.45498418448198796,0.1632325852772704
64000000.0,0.5171632745219237,0.2873549269133946,0.47142857142857136,0.6507072460941143,0.20271093559567818,0.3637901614420116,0.525,0.3754778843993942,0.47434615353612525,0.12492702915160744
66000000.0,0.4899970178094049,0.3999847998493351,0.4806122448979591,0.6694086022235246,0.22027444556588308,0.26369811077893246,0.5083333333333334,0.3564956323554118,0.45864232266444327,0.13752879333440904
68000000.0,0.5198098779882068,0.33275920969754225,0.4775510204081632,0.6555736859833512,0.16988235170720145,0.27570570577518083,0.43333333333333335,0.3015885602226869,0.5213150241461239,0.1481132727392294
70000000.0,0.5063463795384283,0.3713549974600028,0.4755102040816327,0.6729640457365248,0.1917946684717511,0.22231286868918687,0.4749999999999999,0.3272908617431919,0.4667935730276727,0.1428504871480443
72000000.0,0.5226618735697619,0.31275698490208015,0.4928571428571428,0.6689723826116986,0.1885058643335166,0.20822487026453018,0.4749999999999999,0.3599590629339218,0.43606557569613574,0.150447399665912
74000000.0,0.5712841141925461,0.3966976288356818,0.5071428571428571,0.6497039007823332,0.19890131605012962,0.263512457953766,0.44999999999999996,0.3556522501943012,0.4131396720234893,0.1409848765987489
76000000.0,0.4325433671968832,0.3101435387216043,0.5081632653061224,0.674634942640033,0.21348888702923433,0.22606715983420145,0.43333333333333335,0.34909001700580117,0.4127094255000549,0.1316586434409988
78000000.0,0.5656187450877908,0.34854973723986404,0.473469387755102,0.6694809981104402,0.2195113735506311,0.28683512727729976,0.4666666666666666,0.3684748249671732,0.47644237105023907,0.13446970924700577
80000000.0,0.48735809978240596,0.37235471821622923,0.4836734693877551,0.6872666516237789,0.2270894494994233,0.2184064497705549,0.4583333333333333,0.35324757496515913,0.47724763993955055,0.13505070557369403
82000000.0,0.5280313973598822,0.37947039149003103,0.5142857142857143,0.680573373832077,0.21622394634444694,0.2940538122493308,0.4166666666666667,0.34795119264939184,0.4649709237543376,0.12085590917289395
84000000.0,0.5277472797358878,0.32795479107880965,0.5173469387755102,0.6762145828222856,0.1965817700140178,0.21889345011368277,0.43333333333333335,0.3458543438464403,0.44773371382493926,0.13691931409778557
86000000.0,0.503090958145982,0.2795676519999688,0.4744897959183674,0.6843926231687268,0.1930512715751926,0.3123218161636032,0.4749999999999999,0.35281305199799434,0.4726775000460054,0.13662178188355434
88000000.0,0.5333873879121062,0.33100717560864723,0.473469387755102,0.6863445818424224,0.20160187364090235,0.2999340478563681,0.4166666666666667,0.3330763183999807,0.4999209615138457,0.13431485959639153
90000000.0,0.49406576196114266,0.34309496206697077,0.49489795918367346,0.6776913224615986,0.20256852487024543,0.28519473742926493,0.45833333333333326,0.3476256613930066,0.4591750976951995,0.13128403838965352
92000000.0,0.47937018361810824,0.32666659684764454,0.4673469387755102,0.653608983879288,0.20170811366988348,0.2102922654012218,0.4333333333333333,0.33631297471001736,0.47987433176022026,0.14488866904543507
94000000.0,0.5377906283799911,0.36289998021675274,0.5316326530612244,0.6792536738846038,0.2054425180074759,0.2521731071174145,0.4666666666666666,0.36406651760141057,0.43486147954520815,0.13600705570920749
96000000.0,0.519897996874842,0.29761673636858177,0.4836734693877551,0.677685223437018,0.19162260418136914,0.33173400175292045,0.4666666666666666,0.34516437867035465,0.49452703769661877,0.13150551223575516
98000000.0,0.5331506081378653,0.3414948309509782,0.510204081632653,0.6589119357285704,0.22794348842774828,0.2685801940970123,0.44166666666666665,0.35894806912789745,0.436087826345312,0.1279784398222411
100000000.0,0.5049826461611138,0.3656315305852331,0.503061224489796,0.6887067962437868,0.197288783484449,0.3347757167357486,0.375,0.3035903462208807,0.4411146092708038,0.13100524734774674
